handle,title,Body (HTML),vendor,Type,Tags,Published,sku,Variant Barcode,Image Src,Author,YearLevel
Handwriting Rules! New South Wales Teacher Support Disc Years 3-4,Handwriting Rules! New South Wales Teacher Support Disc Years 3-4,"<BR><FONT color=#212100>This supporting Disc for Years 3 - 6 provides animations and digital tracking of letters and joins, as well as printable teacher support and resources for differentiation and assessment. </FONT><BR><BR><FONT color=#212100 face=""Futura Light"">Each Disc features: </FONT><UL type=disc><LI><I><FONT color=#212100 face=""Futura Medium"">viewable </FONT></I><FONT color=#212100 face=""Futura Light"">charts to warm up and get ready to write </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">animations </FONT></I><FONT color=#212100 face=""Futura Light"">to model the correct formation of letters, numerals and joins </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">digital tracking or tracing activities </FONT></I><FONT color=#212100 face=""Futura Light"">to embed the movement in students  motor memory </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">hundreds of printable resources </FONT></I><FONT color=#212100 face=""Futura Light"">including a teaching guide, wall posters, pattern pages, differentiation worksheets, and assessment guide, checklists and certificates.</FONT></LI></UL><BR><B>Contents</B> <UL type=disc><LI><FONT color=#212100>Get Ready </FONT><LI><FONT color=#212100>Joins</FONT> <LI><FONT color=#212100>More fluency joins</FONT> <LI><FONT color=#212100>Printables <BR>- Teaching guide <BR>- Posters<BR>- Differentiation<BR>- Assessment</FONT></LI></UL>",MEA,CD,"Primary,English,Handwriting Rules!",TRUE,9781458647948,9781458647948,,Katy Collis,""3, 4""
Handwriting Rules! Victorian Beginner's Modern Cursive Year F,Handwriting Rules! Victorian Beginner's Modern Cursive Year F,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT face=""Futura Light"">Year F features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">chant for each letter, based on an alliterative noun group </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">patterns to develop fine motor control </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">track and trace with start dots and directional arrows </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">artwork to reinforce the focus letter </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with words to look for on the page or to link to in other English Curriculum work </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">cognitive approach, including patter phrases describing how to form each letter.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650290,9781458650290,,Katy Collis,"F"
Handwriting Rules! Victoria  Beginner's Modern Cursive Year 1,Handwriting Rules! Victoria  Beginner's Modern Cursive Year 1,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 1 features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">focus letter clearly modelled </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace a pattern to warm up </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">track and trace with start dots and directional arrows </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">write words, with start dots to guide spacing </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">write sentences </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650306,9781458650306,,Katy Collis,"1"
Handwriting Rules! Victoria  Beginner's Modern Cursive Year 2,Handwriting Rules! Victoria  Beginner's Modern Cursive Year 2,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 2 features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">Focus letters clearly modelled</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">trace a picture to warm up </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace a noun/verb/adverb alliterative label </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace and write letters, words and sentences </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">practice sentences connect to other elements of the English Curriculum </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment encourages students to think about their own learning </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">focus on exits, entries and the introduction of joins.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650313,9781458650313,,Katy Collis,"2"
Handwriting Rules! Victorian Modern Cursive Teacher Support Disk Years F 2,Handwriting Rules! Victorian Modern Cursive Teacher Support Disk Years F 2,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 face=""Futura Light"">Each Disc features: </FONT><UL type=disc><LI><I><FONT color=#212100 face=""Futura Medium"">viewable </FONT></I><FONT color=#212100 face=""Futura Light"">charts to warm up and get ready to write </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">animations </FONT></I><FONT color=#212100 face=""Futura Light"">to model the correct formation of letters, numerals and joins </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">digital tracking or tracing activities </FONT></I><FONT color=#212100 face=""Futura Light"">to embed the movement in students  motor memory </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">hundreds of printable resources </FONT></I><FONT color=#212100 face=""Futura Light"">including a teaching guide, wall posters, pattern pages, differentiation worksheets, and assessment guide, checklists and certificates.</FONT></LI></UL>",MEA,CD,"Primary,English,Handwriting Rules!",TRUE,9781458650917,9781458650917,,Katy Collis,""F, K, 1, 2""
Handwriting Rules! Victoria  Beginner's Modern Cursive Year 3,Handwriting Rules! Victoria  Beginner's Modern Cursive Year 3,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 3 features:</FONT> <UL type=disc><LI><FONT size=4 face=""Futura Light"">focus on diagonal, and horizontal touch joins </FONT><FONT color=#212100 size=4 face=""Futura Light"">and review of exits and entries </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">clear instruction box for each new join </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">helpful tips in speech bubbles </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">variety of activities, including writing own texts </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">focus on building fluency and legibility </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment encourages students to think about their own learning </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650320,9781458650320,,Katy Collis,"3"
Handwriting Rules! Victoria  Beginner's Modern Cursive Year 4,Handwriting Rules! Victoria  Beginner's Modern Cursive Year 4,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 4 features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">clear instruction box for each new join </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">helpful tips in speech bubbles </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">a variety of activities provide English Curriculum context for handwriting, as well as encourage student engagement, interest and motivation </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">extra challenges, such as writing without guidelines and new speed joins </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment encourages students to think about their own learning </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">review diagonal and horizontal joins, entries and exits</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">introduction of speed loops</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">consolidate fluency, speed and legibility.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650337,9781458650337,,Katy Collis,"4"
Handwriting Rules! Victorian Modern Cursive Teacher Support Disk Years 3-4,Handwriting Rules! Victorian Modern Cursive Teacher Support Disk Years 3-4,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! VIC edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 face=""Futura Light"">Each Disc features: </FONT><UL type=disc><LI><I><FONT color=#212100 face=""Futura Medium"">viewable </FONT></I><FONT color=#212100 face=""Futura Light"">charts to warm up and get ready to write </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">animations </FONT></I><FONT color=#212100 face=""Futura Light"">to model the correct formation of letters, numerals and joins </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">digital tracking or tracing activities </FONT></I><FONT color=#212100 face=""Futura Light"">to embed the movement in students  motor memory </FONT><LI><I><FONT color=#212100 face=""Futura Medium"">hundreds of printable resources </FONT></I><FONT color=#212100 face=""Futura Light"">including a teaching guide, wall posters, pattern pages, differentiation worksheets, and assessment guide, checklists and certificates.</FONT></LI></UL>",MEA,CD,"Primary,English,Handwriting Rules!",TRUE,9781458650924,9781458650924,,Katy Collis,""3, 4""
Handwriting Rules! Queensland Beginner's Modern Cursive Year F ,Handwriting Rules! Queensland Beginner's Modern Cursive Year F ,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! QLD edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT face=""Futura Light"">Year F features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">chant for each letter, based on an alliterative noun group </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">patterns to develop fine motor control </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">track and trace with start dots and directional arrows </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">artwork to reinforce the focus letter </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with words to look for on the page or to link to in other English Curriculum work </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">cognitive approach, including patter phrases describing how to form each letter.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650344,9781458650344,,Katy Collis,"F"
Handwriting Rules! Queensland Beginner's Modern Cursive Year 1 ,Handwriting Rules! Queensland Beginner's Modern Cursive Year 1 ,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! QLD edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 1 features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">focus letter clearly modelled </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace a pattern to warm up </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">track and trace with start dots and directional arrows </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">write words, with start dots to guide spacing </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">write sentences </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650351,9781458650351,,Katy Collis,"1"
Handwriting Rules! Queensland Beginner's Modern Cursive Year 2 ,Handwriting Rules! Queensland Beginner's Modern Cursive Year 2 ,"<BR><B><I><FONT size=4>. . . A must for every school classroom!</FONT></I></B><BR><BR>The Handwriting Rules! QLD edition fully integrates handwriting skills with other areas of the English curriculum: spelling and phonics, vocabulary, grammar, punctuation and aspects of literature.<BR><BR><FONT color=#212100 size=4 face=""Futura Light"">Year 2 features:</FONT> <UL type=disc><LI><FONT color=#212100 size=4 face=""Futura Light"">review of the Queensland Beginning Alphabet</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">trace a picture to warm up </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace a noun/verb/adverb alliterative label </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">trace and write letters, words and sentences </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">practice sentences connect to other elements of the English Curriculum </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">self-assessment encourages students to think about their own learning </FONT><LI><FONT color=#212100 size=4 face=""Futura Light"">teacher box with links to grammar, punctuation, spelling and vocabulary, and literary elements</FONT> <LI><FONT color=#212100 size=4 face=""Futura Light"">focus on exits, entries and the introduction of joins.</FONT></LI></UL>",MEA,Paperback,"Primary,English,Handwriting Rules!",TRUE,9781458650368,9781458650368,,Katy Collis,"2"
